well	row	ratio	stained	total	time.point	sample	stained_isolate	predator	starting_freq_I7	freq_I7	freq_I6	rel_fitness	freq_I7_previous	replicate
8	C	0.2155	431	2000	5	2	7	YES	0.5	0.2155	0.7845	-0.2247725925721751	0.301	C2
3	C	0.1685	337	2000	0	3	7	YES	0.1	0.1685	0.8315	0	0.1685	C3
9	C	0.1135	227	2000	1	3	7	YES	0.1	0.1135	0.8865	-0.2295913698761197	0.1685	C3
3	C	0.082	164	2000	2	3	7	YES	0.1	0.082	0.918	-0.17999992738171608	0.1135	C3
9	C	0.0575	115	2000	3	3	7	YES	0.1	0.0575	0.9425	-0.1906364140813119	0.082	C3
3	C	0.05	100	2000	4	3	7	YES	0.1	0.05	0.95	-0.07384400382378974	0.0575	C3
9	C	0.036	72	2000	5	3	7	YES	0.1	0.036	0.964	-0.17156668849399767	0.05	C3
4	C	0.913	1826	2000	0	4	7	NO	0.9	0.913	0.08699999999999997	0	0.913	C4
10	C	0.83	1660	2000	1	4	7	NO	0.9	0.83	0.17000000000000004	-0.3826002491000018	0.913	C4
4	C	0.82	1640	2000	2	4	7	NO	0.9	0.82	0.18000000000000005	-0.03463988718614674	0.83	C4
10	C	0.7685	1537	2000	3	4	7	NO	0.9	0.7685	0.23150000000000004	-0.15824339995786324	0.82	C4
4	C	0.737	1474	2000	4	4	7	NO	0.9	0.737	0.263	-0.08471341472039473	0.7685	C4
10	C	0.643	1286	2000	5	4	7	NO	0.9	0.643	0.357	-0.22101245877679584	0.737	C4
5	C	0.614	1228	2000	0	5	7	NO	0.5	0.614	0.386	0	0.614	C5
11	C	0.387	774	2000	1	5	7	NO	0.5	0.387	0.613	-0.4620489007943705	0.614	C5
5	C	0.4135	827	2000	2	5	7	NO	0.5	0.4135	0.5865	0.05521254463832269	0.387	C5
11	C	0.313	626	2000	3	5	7	NO	0.5	0.313	0.687	-0.21830797402620594	0.4135	C5
5	C	0.345	690	2000	4	5	7	NO	0.5	0.345	0.655	0.07252014153915201	0.313	C5
11	C	0.241	482	2000	5	5	7	NO	0.5	0.241	0.759	-0.25305701265054126	0.345	C5
6	C	0.1965	393	2000	0	6	7	NO	0.1	0.1965	0.8035	0	0.1965	C6
12	C	0.091	182	2000	1	6	7	NO	0.1	0.091	0.909	-0.4465854168961888	0.1965	C6
6	C	0.086	172	2000	2	6	7	NO	0.1	0.086	0.914	-0.030998843770006806	0.091	C6
12	C	0.032	64	2000	3	6	7	NO	0.1	0.032	0.968	-0.523006454638104	0.086	C6
6	C	0.0455	91	2000	4	6	7	NO	0.1	0.0455	0.9545	0.1830104336339764	0.032	C6
12	C	0.0365	73	2000	5	6	7	NO	0.1	0.0365	0.9635	-0.11489245502853884	0.0455	C6
1	D	0.8965	1793	2000	0	1	7	YES	0.9	0.8965	0.10350000000000004	0	0.8965	D1
7	D	0.8515	1703	2000	1	1	7	YES	0.9	0.8515	0.14849999999999997	-0.2062560692398873	0.8965	D1
1	D	0.78	1560	2000	2	1	7	YES	0.9	0.78	0.21999999999999997	-0.24037408426435647	0.8515	D1
7	D	0.7295	1459	2000	3	1	7	YES	0.9	0.7295	0.27049999999999996	-0.13678955182748587	0.78	D1
1	D	0.3465	693	2000	4	1	7	YES	0.9	0.3465	0.6535	-0.8132734920553115	0.7295	D1
7	D	0.5625	1125	2000	5	1	7	YES	0.9	0.5625	0.4375	0.4428870713576124	0.3465	D1
2	D	0.607	1214	2000	0	2	7	YES	0.5	0.607	0.393	0	0.607	D2
8	D	0.402	804	2000	1	2	7	YES	0.5	0.402	0.598	-0.4159289222609237	0.607	D2
