well	row	ratio	stained	total	time.point	sample	stained_isolate	predator	starting_freq_I7	freq_I7	freq_I6	rel_fitness	freq_I7_previous	replicate
11	B	0.2375	475	2000	5	5	7	NO	0.5	0.2375	0.7625	-0.17259625071206117	0.3055	B5
6	B	0.192	384	2000	0	6	7	NO	0.1	0.192	0.808	0	0.192	B6
12	B	0.0945	189	2000	1	6	7	NO	0.1	0.0945	0.9055	-0.4114103781652285	0.192	B6
6	B	0.0595	119	2000	2	6	7	NO	0.1	0.0595	0.9405	-0.250273946682865	0.0945	B6
12	B	0.045	90	2000	3	6	7	NO	0.1	0.045	0.955	-0.14730675726045478	0.0595	B6
6	B	0.0445	89	2000	4	6	7	NO	0.1	0.0445	0.9555	-0.00584836189886141	0.045	B6
12	B	0.0465	93	2000	5	6	7	NO	0.1	0.0465	0.9535	0.023029231030485077	0.0445	B6
1	C	0.884	1768	2000	0	1	7	YES	0.9	0.884	0.11599999999999999	0	0.884	C1
7	C	0.8395	1679	2000	1	1	7	YES	0.9	0.8395	0.16049999999999998	-0.18817716879187688	0.884	C1
1	C	0.5145	1029	2000	2	1	7	YES	0.9	0.5145	0.48550000000000004	-0.7982481332024003	0.8395	C1
7	C	0.7355	1471	2000	3	1	7	YES	0.9	0.7355	0.26449999999999996	0.48234651060020695	0.5145	C1
1	C	0.464	928	2000	4	1	7	YES	0.9	0.464	0.536	-0.5834794487938425	0.7355	C1
7	C	0.294	588	2000	5	1	7	YES	0.9	0.294	0.706	-0.36589293065500683	0.464	C1
2	C	0.575	1150	2000	0	2	7	YES	0.5	0.575	0.42500000000000004	0	0.575	C2
8	C	0.429	858	2000	1	2	7	YES	0.5	0.429	0.571	-0.2941065813004633	0.575	C2
2	C	0.372	744	2000	2	2	7	YES	0.5	0.372	0.628	-0.11885701073352942	0.429	C2
8	C	0.2885	577	2000	3	2	7	YES	0.5	0.2885	0.7115	-0.1895170096933504	0.372	C2
2	C	0.301	602	2000	4	2	7	YES	0.5	0.301	0.6990000000000001	0.03006992704840914	0.2885	C2
